4119,select count (*) from [myscratch:default].decals_test3 where brickname = #
2019-11-05 10:49:00,1
2019-11-05 10:50:00,1
2019-11-05 10:51:00,1
2019-11-05 10:52:00,1
2019-11-05 10:53:00,1
2019-11-05 10:54:00,1
2019-11-05 10:55:00,1
2019-11-05 10:56:00,1
2019-11-05 10:57:00,1
2019-11-05 10:58:00,2
2019-11-05 10:59:00,1
2019-11-05 11:00:00,1
2019-11-05 11:01:00,1
2019-11-05 11:02:00,1
2019-11-05 11:03:00,1
2019-11-05 11:04:00,1
2019-11-05 11:05:00,1
2019-11-05 11:06:00,1
2019-11-05 11:07:00,1
2019-11-05 11:08:00,1
2019-11-05 11:09:00,1
2019-11-05 11:10:00,1
2019-11-05 11:11:00,1
2019-11-05 11:12:00,1
2019-11-05 11:13:00,1
2019-11-05 11:14:00,1
2019-11-05 11:15:00,1
2019-11-05 11:16:00,1
2019-11-05 11:17:00,1
2019-11-05 11:18:00,1
2019-11-05 11:19:00,1
2019-11-05 11:20:00,1
2019-11-05 11:21:00,1
2019-11-05 11:22:00,1
2019-11-05 11:23:00,1
2019-11-05 11:24:00,1
2019-11-05 11:25:00,1
2019-11-05 11:26:00,1
2019-11-05 11:27:00,1
2019-11-05 11:28:00,1
2019-11-05 11:29:00,1
2019-11-05 11:30:00,1
2019-11-05 11:31:00,1
2019-11-05 11:32:00,1
2019-11-05 11:33:00,1
2019-11-05 11:34:00,1
2019-11-05 11:35:00,1
2019-11-05 11:36:00,2
2019-11-05 11:37:00,1
2019-11-05 11:38:00,1
2019-11-05 11:39:00,1
2019-11-05 11:40:00,1
2019-11-05 11:41:00,1
2019-11-05 11:42:00,1
2019-11-05 11:43:00,1
2019-11-05 11:44:00,1
2019-11-05 11:45:00,1
2019-11-05 11:46:00,1
2019-11-05 11:47:00,1
2019-11-05 11:48:00,1
2019-11-05 11:49:00,1
2019-11-05 11:50:00,1
2019-11-05 11:51:00,1
2019-11-05 11:52:00,1
2019-11-05 11:53:00,1
2019-11-05 11:54:00,1
2019-11-05 11:55:00,1
2019-11-05 11:56:00,1
2019-11-05 11:57:00,1
2019-11-05 11:58:00,1
2019-11-05 11:59:00,1
2019-11-05 12:00:00,1
2019-11-05 12:01:00,1
2019-11-05 12:02:00,1
2019-11-05 12:03:00,1
2019-11-05 12:04:00,1
2019-11-05 12:05:00,1
2019-11-05 12:06:00,1
2019-11-05 12:07:00,1
2019-11-05 12:08:00,1
2019-11-05 12:09:00,1
2019-11-05 12:10:00,1
2019-11-05 12:11:00,1
2019-11-05 12:12:00,1
2019-11-05 12:13:00,1
2019-11-05 12:14:00,1
2019-11-05 12:15:00,1
2019-11-05 12:16:00,1
2019-11-05 12:17:00,1
2019-11-05 12:18:00,2
2019-11-05 12:19:00,1
2019-11-05 12:20:00,1
2019-11-05 12:21:00,1
2019-11-05 12:22:00,1
2019-11-05 12:23:00,1
2019-11-05 12:24:00,1
2019-11-05 12:25:00,1
2019-11-05 12:26:00,1
2019-11-05 12:27:00,1
2019-11-05 12:28:00,1
2019-11-05 12:29:00,1
2019-11-05 12:30:00,1
2019-11-05 12:31:00,1
2019-11-05 12:32:00,1
2019-11-05 12:33:00,1
2019-11-05 12:34:00,1
2019-11-05 12:35:00,1
2019-11-05 12:36:00,1
2019-11-05 12:37:00,1
2019-11-05 12:38:00,1
2019-11-05 12:39:00,1
2019-11-05 12:40:00,1
2019-11-05 12:41:00,1
2019-11-05 12:42:00,1
2019-11-05 12:43:00,1
2019-11-05 12:44:00,1
2019-11-05 12:45:00,1
2019-11-05 12:46:00,1
2019-11-05 12:47:00,1
2019-11-05 12:48:00,1
2019-11-05 12:49:00,1
2019-11-05 12:50:00,1
2019-11-05 12:51:00,1
2019-11-05 12:52:00,1
2019-11-05 12:53:00,1
2019-11-05 12:54:00,1
2019-11-05 12:55:00,1
2019-11-05 12:56:00,1
2019-11-05 12:57:00,1
2019-11-05 12:58:00,1
2019-11-05 12:59:00,1
2019-11-05 13:00:00,1
2019-11-05 13:01:00,1
2019-11-05 13:02:00,1
2019-11-05 13:03:00,1
2019-11-05 13:04:00,1
2019-11-05 13:05:00,1
2019-11-05 13:06:00,1
2019-11-05 13:07:00,1
2019-11-05 13:08:00,1
2019-11-05 13:09:00,1
2019-11-05 13:10:00,1
2019-11-05 13:11:00,1
2019-11-05 13:12:00,1
2019-11-05 13:13:00,1
2019-11-05 13:14:00,1
2019-11-05 13:15:00,1
2019-11-05 13:16:00,1
2019-11-05 13:17:00,1
2019-11-05 13:18:00,1
2019-11-05 13:19:00,1
2019-11-05 13:20:00,1
2019-11-05 13:21:00,1
2019-11-05 13:22:00,1
2019-11-05 13:23:00,1
2019-11-05 13:24:00,1
2019-11-05 13:25:00,1
2019-11-05 13:26:00,1
2019-11-05 13:27:00,1
2019-11-05 13:28:00,1
2019-11-05 13:29:00,1
2019-11-05 13:30:00,1
2019-11-05 13:31:00,1
2019-11-05 13:32:00,1
2019-11-05 13:33:00,1
2019-11-05 13:34:00,1
2019-11-05 13:35:00,1
2019-11-05 13:36:00,1
2019-11-05 13:37:00,1
2019-11-05 13:38:00,1
2019-11-05 13:39:00,1
2019-11-05 13:40:00,1
2019-11-05 13:41:00,1
2019-11-05 13:42:00,1
2019-11-05 13:43:00,1
2019-11-05 13:44:00,1
2019-11-05 13:45:00,1
2019-11-05 13:46:00,1
2019-11-05 13:47:00,1
2019-11-05 13:48:00,1
2019-11-05 13:49:00,1
2019-11-05 13:50:00,1
2019-11-05 13:51:00,1
2019-11-05 13:52:00,1
2019-11-05 13:53:00,1
2019-11-05 13:54:00,1
2019-11-05 13:55:00,1
2019-11-05 13:56:00,1
2019-11-05 13:57:00,1
2019-11-05 13:58:00,1
2019-11-05 13:59:00,1
2019-11-05 14:00:00,1
2019-11-05 14:01:00,1
2019-11-05 14:02:00,1
2019-11-05 14:03:00,1
2019-11-05 14:04:00,1
2019-11-05 14:05:00,1
2019-11-05 14:06:00,1
2019-11-05 14:07:00,1
2019-11-05 14:08:00,1
2019-11-05 14:09:00,1
2019-11-05 14:10:00,1
2019-11-05 14:11:00,1
2019-11-05 14:12:00,1
2019-11-05 14:13:00,1
2019-11-05 14:14:00,1
2019-11-05 14:15:00,1
2019-11-05 14:16:00,1
2019-11-05 14:17:00,1
2019-11-05 14:18:00,1
2019-11-05 14:19:00,1
2019-11-05 14:20:00,1
2019-11-05 14:21:00,1
2019-11-05 14:22:00,1
2019-11-05 14:23:00,1
2019-11-05 14:24:00,1
2019-11-05 14:25:00,1
2019-11-05 14:26:00,1
2019-11-05 14:27:00,1
2019-11-05 14:28:00,1
2019-11-05 14:29:00,1
2019-11-05 14:30:00,1
2019-11-05 14:31:00,1
2019-11-05 14:32:00,1
2019-11-05 14:33:00,1
2019-11-05 14:34:00,1
2019-11-05 14:35:00,1
2019-11-05 14:36:00,1
2019-11-05 14:37:00,1
2019-11-05 14:38:00,1
2019-11-05 14:39:00,1
2019-11-05 14:40:00,1
2019-11-05 14:41:00,1
2019-11-05 14:42:00,1
2019-11-05 14:43:00,1
2019-11-05 14:44:00,1
2019-11-05 14:45:00,1
2019-11-05 14:46:00,1
2019-11-05 14:47:00,1
2019-11-05 14:49:00,1
2019-11-05 14:50:00,1
2019-11-05 14:51:00,1
2019-11-05 14:52:00,1
2019-11-05 14:53:00,1
2019-11-05 14:54:00,1
2019-11-05 14:55:00,1
2019-11-05 14:56:00,1
2019-11-05 14:57:00,1
2019-11-05 14:58:00,1
2019-11-05 14:59:00,1
2019-11-05 15:00:00,1
2019-11-05 15:01:00,1
2019-11-05 15:02:00,1
2019-11-05 15:03:00,1
2019-11-05 15:04:00,1
2019-11-05 15:05:00,1
2019-11-05 15:06:00,1
2019-11-05 15:07:00,1
2019-11-05 15:08:00,1
2019-11-05 15:09:00,1
2019-11-05 15:10:00,1
2019-11-05 15:11:00,1
2019-11-05 15:12:00,1
2019-11-05 15:13:00,1
2019-11-05 15:14:00,1
2019-11-05 15:15:00,1
2019-11-05 15:16:00,1
2019-11-05 15:17:00,1
2019-11-05 15:18:00,1
2019-11-05 15:19:00,1
2019-11-05 15:20:00,1
2019-11-05 15:21:00,1
2019-11-05 15:22:00,1
2019-11-05 15:23:00,1
2019-11-05 15:24:00,1
2019-11-05 15:25:00,1
2019-11-05 15:26:00,1
2019-11-05 15:27:00,1
2019-11-05 15:28:00,1
2019-11-05 15:29:00,1
2019-11-05 15:30:00,1
2019-11-05 15:31:00,1
2019-11-05 15:33:00,1
2019-11-05 15:34:00,1
2019-11-05 15:35:00,1
2019-11-05 15:36:00,1
2019-11-05 15:37:00,1
2019-11-05 15:38:00,1
2019-11-05 15:39:00,1
2019-11-05 15:40:00,1
2019-11-05 15:41:00,1
2019-11-05 15:42:00,1
2019-11-05 15:43:00,1
2019-11-05 15:44:00,1
2019-11-05 15:45:00,1
2019-11-05 15:46:00,1
2019-11-05 15:47:00,1
2019-11-05 15:48:00,1
2019-11-05 15:49:00,1
2019-11-05 15:50:00,1
2019-11-05 15:51:00,1
2019-11-05 15:52:00,1
2019-11-05 15:53:00,1
2019-11-05 15:54:00,1
2019-11-05 15:55:00,1
2019-11-05 15:56:00,1
2019-11-05 15:57:00,1
2019-11-05 15:58:00,1
2019-11-05 15:59:00,1
2019-11-05 16:00:00,1
2019-11-05 16:01:00,1
2019-11-05 16:02:00,1
2019-11-05 16:03:00,1
2019-11-05 16:04:00,1
2019-11-05 16:06:00,1
2019-11-05 16:07:00,1
2019-11-05 16:08:00,1
2019-11-05 16:09:00,1
2019-11-06 02:45:00,1
2019-11-06 02:46:00,1
2019-11-06 02:47:00,1
2019-11-06 02:48:00,1
2019-11-06 02:49:00,1
2019-11-06 02:50:00,1
2019-11-06 02:51:00,1
2019-11-06 02:52:00,1
2019-11-06 02:53:00,1
2019-11-06 02:54:00,1
2019-11-06 02:55:00,1
2019-11-06 02:56:00,1
2019-11-06 02:58:00,1
2019-11-06 02:59:00,1
2019-11-06 03:00:00,1
2019-11-06 03:01:00,1
2019-11-06 03:02:00,1
2019-11-06 03:03:00,1
2019-11-06 03:04:00,1
2019-11-06 03:05:00,1
2019-11-06 03:06:00,1
2019-11-06 03:07:00,1
2019-11-06 03:08:00,1
2019-11-06 03:09:00,1
2019-11-06 03:10:00,1
2019-11-06 03:11:00,1
2019-11-06 03:12:00,1
2019-11-06 03:13:00,1
2019-11-06 04:52:00,1
2019-11-06 04:53:00,1
2019-11-06 04:54:00,1
2019-11-06 04:55:00,1
2019-11-06 04:56:00,1
2019-11-06 04:57:00,1
2019-11-06 04:58:00,1
2019-11-06 04:59:00,1
2019-11-06 05:00:00,1
2019-11-06 05:01:00,1
2019-11-06 05:02:00,1
2019-11-06 05:03:00,1
2019-11-06 05:04:00,1
2019-11-06 05:05:00,1
2019-11-06 05:06:00,1
2019-11-06 05:07:00,1
2019-11-06 05:08:00,1
2019-11-06 05:09:00,1
2019-11-06 05:10:00,1
2019-11-06 05:11:00,1
2019-11-06 05:12:00,1
2019-11-06 05:13:00,1
2019-11-06 05:14:00,1
2019-11-06 05:16:00,1
2019-11-06 05:17:00,1
2019-11-06 05:18:00,1
2019-11-06 05:19:00,1
2019-11-06 05:20:00,1
2019-11-06 05:21:00,1
2019-11-06 05:22:00,1
2019-11-06 05:23:00,1
2019-11-06 05:24:00,1
2019-11-06 05:25:00,1
2019-11-06 05:26:00,1
2019-11-06 05:27:00,1
2019-11-06 05:28:00,1
2019-11-06 05:29:00,1
2019-11-06 05:30:00,1
2019-11-06 05:31:00,1
2019-11-06 05:32:00,1
2019-11-06 05:33:00,1
2019-11-06 05:34:00,1
2019-11-06 05:35:00,1
2019-11-06 05:36:00,1
2019-11-06 05:38:00,1
2019-11-06 05:39:00,1
2019-11-06 05:40:00,1
2019-11-06 05:41:00,1
2019-11-06 05:42:00,1
2019-11-06 05:43:00,1
2019-11-06 05:44:00,1
2019-11-06 05:45:00,1
2019-11-06 05:46:00,1
2019-11-06 05:47:00,1
2019-11-06 05:48:00,1
2019-11-06 05:49:00,1
2019-11-06 05:50:00,1
2019-11-06 05:51:00,1
2019-11-06 05:52:00,1
2019-11-06 05:53:00,1
2019-11-06 05:54:00,1
2019-11-06 05:55:00,1
2019-11-06 05:57:00,1
2019-11-06 05:58:00,1
2019-11-06 05:59:00,1
2019-11-06 06:00:00,1
2019-11-06 06:01:00,1
2019-11-06 06:02:00,1
2019-11-06 06:03:00,1
2019-11-06 06:04:00,1
2019-11-06 06:05:00,1
2019-11-06 06:06:00,1
2019-11-06 06:07:00,1
2019-11-06 06:08:00,1
2019-11-06 06:09:00,1
2019-11-06 06:10:00,1
2019-11-06 06:11:00,1
2019-11-06 06:12:00,1
2019-11-06 06:13:00,1
2019-11-06 06:14:00,1
2019-11-06 06:16:00,1
2019-11-06 06:17:00,1
2019-11-06 06:18:00,1
2019-11-06 06:19:00,1
2019-11-06 06:20:00,1
2019-11-06 06:21:00,1
2019-11-06 06:22:00,1
2019-11-06 06:23:00,1
2019-11-06 06:24:00,1
2019-11-06 06:58:00,1
2019-11-06 07:00:00,1
2019-11-06 07:01:00,1
2019-11-06 07:02:00,1
2019-11-06 07:03:00,1
2019-11-06 07:04:00,1
2019-11-06 07:05:00,1
2019-11-06 07:06:00,1
2019-11-06 07:07:00,1
2019-11-06 07:08:00,1
2019-11-06 07:09:00,1
2019-11-06 07:10:00,1
2019-11-06 07:11:00,1
2019-11-06 07:12:00,1
2019-11-06 07:13:00,1
2019-11-06 07:14:00,1
2019-11-06 07:15:00,1
2019-11-06 07:16:00,1
2019-11-06 07:17:00,1
2019-11-06 07:18:00,1
2019-11-06 07:20:00,1
2019-11-06 07:21:00,1
2019-11-06 07:22:00,1
2019-11-06 07:23:00,1
2019-11-06 07:24:00,1
2019-11-06 07:25:00,1
2019-11-06 07:26:00,1
2019-11-06 07:27:00,1
2019-11-06 07:28:00,1
2019-11-06 07:29:00,1
2019-11-06 07:30:00,1
2019-11-06 07:31:00,1
2019-11-06 07:33:00,1
2019-11-06 07:34:00,1
2019-11-06 07:35:00,1
2019-11-06 07:36:00,1
2019-11-06 07:37:00,1
2019-11-06 07:38:00,1
2019-11-06 07:39:00,1
2019-11-06 07:40:00,1
2019-11-06 07:42:00,1
2019-11-06 07:43:00,1
2019-11-06 07:44:00,1
2019-11-06 07:45:00,1
2019-11-06 07:46:00,1
2019-11-06 07:47:00,1
2019-11-06 07:48:00,1
2019-11-06 07:49:00,1
2019-11-06 07:51:00,1
2019-11-06 07:52:00,1
2019-11-06 07:53:00,1
2019-11-06 07:54:00,1
2019-11-06 07:55:00,1
2019-11-06 07:56:00,1
2019-11-06 07:57:00,1
2019-11-06 08:00:00,1
2019-11-06 08:01:00,1
2019-11-06 08:02:00,1
2019-11-06 08:03:00,1
2019-11-06 08:05:00,1
2019-11-06 08:06:00,1
2019-11-06 08:07:00,1
2019-11-06 08:08:00,1
