2559,select count (*) as thecount
2019-11-13 12:44:00,1
2019-11-13 12:49:00,1
2019-11-13 12:53:00,1
2019-11-13 12:57:00,1
2019-11-13 13:06:00,1
2019-11-13 13:20:00,1
2019-11-13 13:30:00,1
2019-11-13 13:35:00,1
2019-11-13 13:43:00,1
2019-11-13 13:50:00,1
2019-11-13 13:56:00,1
2019-11-13 13:59:00,1
2019-11-13 14:04:00,1
2019-11-13 15:05:00,1
2019-11-13 15:27:00,1
2019-11-13 15:31:00,1
2019-11-13 15:39:00,1
2019-11-13 15:53:00,1
2019-11-13 16:01:00,1
2019-11-13 16:06:00,1
2019-11-13 16:11:00,1
2019-11-13 16:12:00,1
2019-11-13 16:17:00,1
2019-11-13 16:21:00,2
2019-11-13 16:25:00,1
2019-11-13 16:33:00,1
2019-11-13 16:43:00,1
2019-11-13 16:49:00,1
2019-11-13 16:54:00,1
2019-11-13 17:01:00,1
2019-11-14 09:30:00,1
2019-11-14 09:39:00,1
2019-11-14 10:15:00,1
2019-11-14 10:28:00,1
2019-11-14 10:47:00,1
2019-11-14 11:34:00,1
2019-11-14 12:04:00,1
2019-11-14 12:22:00,1
2019-11-14 13:04:00,1
2019-11-14 13:19:00,1
2019-11-14 14:22:00,1
2019-11-14 14:50:00,1
2019-11-14 15:07:00,1
2019-11-14 15:27:00,1
2019-11-14 15:46:00,1
2019-11-14 16:34:00,1
2019-11-14 17:09:00,1
2019-11-15 08:38:00,1
2019-11-15 09:02:00,1
2019-11-15 09:52:00,1
2019-11-15 10:49:00,1
2019-11-15 11:21:00,1
2019-11-15 12:07:00,1
2019-11-15 13:10:00,1
2019-11-15 13:48:00,1
2019-11-17 13:16:00,1
2019-11-18 10:07:00,1
2019-11-18 10:47:00,3
2019-11-18 11:16:00,1
2019-11-18 12:50:00,1
2019-11-18 13:20:00,1
2019-11-18 14:28:00,1
2019-11-19 10:23:00,1
2019-11-19 12:45:00,1
2019-11-19 13:37:00,1
2019-11-19 14:10:00,1
2019-11-20 11:41:00,1
2019-11-20 12:50:00,1
2019-11-20 13:38:00,1
2019-11-20 14:26:00,1
2019-11-21 08:52:00,1
2019-11-21 09:30:00,1
2019-11-21 10:47:00,1
2019-11-21 11:13:00,1
2019-11-21 11:38:00,1
2019-11-21 13:16:00,1
2019-11-21 13:40:00,1
2019-11-21 14:04:00,1
2019-11-22 09:28:00,1
2019-11-22 09:41:00,1
2019-11-22 10:19:00,1
2019-11-22 10:22:00,1
2019-11-22 10:30:00,1
2019-11-22 17:49:00,1
2019-11-22 17:50:00,1
2019-11-22 17:53:00,1
2019-11-23 12:29:00,1
2019-11-23 12:52:00,1
2019-11-23 14:31:00,1
2019-11-23 15:34:00,1
2019-11-25 11:41:00,1
2019-11-25 12:34:00,1
2019-11-25 14:44:00,1
2019-11-25 16:17:00,1
2019-11-25 17:16:00,1
2019-11-26 09:43:00,2
2019-11-26 11:11:00,1
2019-11-26 11:22:00,1
2019-11-26 11:40:00,1
2019-11-26 12:41:00,1
2019-11-26 14:42:00,1
2019-11-26 17:01:00,2
2019-11-27 12:12:00,1
2019-11-29 13:18:00,1
2019-11-29 13:19:00,1
2019-11-29 14:52:00,1
2019-11-29 15:03:00,1
2019-11-29 15:37:00,1
2019-11-29 16:02:00,1
2019-11-29 16:39:00,1
2019-11-29 17:44:00,1
2019-12-01 09:43:00,1
2019-12-01 10:17:00,1
2019-12-01 13:39:00,1
2019-12-01 13:58:00,1
2019-12-01 16:35:00,1
2019-12-01 16:52:00,1
2019-12-01 17:13:00,1
2019-12-01 18:34:00,1
2019-12-03 10:46:00,1
2019-12-03 11:06:00,1
2019-12-03 11:54:00,1
2019-12-03 13:39:00,1
2019-12-03 16:46:00,1
2019-12-04 12:34:00,1
2019-12-05 14:31:00,1
2019-12-05 15:45:00,1
2019-12-06 09:02:00,2
2019-12-06 13:46:00,1
2019-12-07 14:38:00,1
2019-12-08 12:42:00,1
2019-12-08 13:52:00,1
2019-12-08 14:47:00,1
2019-12-08 17:41:00,1
2019-12-09 10:04:00,1
2019-12-09 10:32:00,1
2019-12-09 11:39:00,1
2019-12-09 11:46:00,1
2019-12-09 12:13:00,1
2019-12-09 16:49:00,1
2019-12-10 08:47:00,1
2019-12-10 11:38:00,1
2019-12-10 11:42:00,1
2019-12-10 12:23:00,1
2019-12-10 13:35:00,1
2019-12-10 14:06:00,1
2019-12-10 14:28:00,1
2019-12-11 10:11:00,1
2019-12-11 11:37:00,1
2019-12-11 12:00:00,1
2019-12-11 14:58:00,1
2019-12-12 09:36:00,1
2019-12-12 10:04:00,1
2019-12-12 10:12:00,1
2019-12-12 10:20:00,1
2019-12-12 10:37:00,1
2019-12-12 10:48:00,1
2019-12-12 11:15:00,1
2019-12-12 11:35:00,1
2019-12-12 12:09:00,1
2019-12-12 12:44:00,1
2019-12-12 13:59:00,1
2019-12-12 15:17:00,1
2019-12-12 15:21:00,1
2019-12-12 15:50:00,1
2019-12-12 16:02:00,1
2019-12-12 16:14:00,1
2019-12-12 16:34:00,1
2019-12-12 16:37:00,1
2019-12-13 11:14:00,1
2019-12-13 11:18:00,1
2019-12-13 11:21:00,1
2019-12-13 12:26:00,1
2019-12-13 13:28:00,1
2019-12-13 13:38:00,1
2019-12-13 14:08:00,1
2019-12-16 13:03:00,1
2019-12-16 13:08:00,1
2019-12-16 13:18:00,1
2019-12-16 14:00:00,1
2019-12-16 14:27:00,1
2019-12-16 14:53:00,1
2019-12-17 10:41:00,1
2019-12-17 11:29:00,3
2019-12-17 11:34:00,1
2019-12-17 12:01:00,1
2019-12-17 12:02:00,3
2019-12-17 12:23:00,1
2019-12-17 12:52:00,2
2019-12-17 12:53:00,1
2019-12-17 12:56:00,2
2019-12-20 15:06:00,1
2019-12-20 15:10:00,2
2019-12-20 15:53:00,1
2019-12-20 15:54:00,1
2019-12-20 16:48:00,1
2019-12-20 16:49:00,3
2019-12-21 12:22:00,1
2019-12-21 15:21:00,1
2019-12-21 15:43:00,2
2019-12-21 16:57:00,1
2019-12-21 18:59:00,1
2019-12-23 15:30:00,1
2019-12-23 15:35:00,3
2019-12-23 15:36:00,1
2019-12-23 15:43:00,2
2019-12-23 16:29:00,1
2019-12-30 10:43:00,2
2019-12-30 10:44:00,1
2019-12-30 12:23:00,1
2019-12-30 12:24:00,2
2019-12-30 12:27:00,1
2019-12-30 13:14:00,1
2019-12-30 13:15:00,1
2019-12-30 13:58:00,1
2019-12-30 14:00:00,1
2019-12-30 14:01:00,1
2019-12-30 14:05:00,1
2019-12-31 10:08:00,4
2019-12-31 10:09:00,2
2019-12-31 11:43:00,1
2019-12-31 11:50:00,1
2019-12-31 11:58:00,1
2019-12-31 12:20:00,1
2019-12-31 12:57:00,1
2019-12-31 13:01:00,3
2019-12-31 13:02:00,2
2019-12-31 13:36:00,1
